14/9/2008,26.54,86.2,Calm,8.1,23,100,WSW,1.93,32,62,West,11.1,
15/9/2008,25.02,96.22,NW,5.97,24,100,NW,1.93,27,94,WSW,9.33,
16/9/2008,25.44,89.76,Calm,9.38,23,100,Calm,0,30,70,West,14.81,
17/9/2008,26.12,86.61,SSW,11.55,24,100,Calm,0,28,74,SW,22.21,
18/9/2008,27.47,81.02,WSW,10.23,24,100,South,5.63,32,59,WSW,11.1,
19/9/2008,27.2,80.02,WSW,10.89,23,100,Calm,0,31,62,WSW,18.51,
20/9/2008,26.88,83.27,West,11.33,24,100,Calm,0,32,59,West,24.14,
21/9/2008,27.25,81.8,West,13.5,24,100,NW,3.7,31,62,WNW,20.44,
22/9/2008,28.16,81.16,West,16.6,25,100,WSW,9.33,32,62,West,27.84,
23/9/2008,27.89,85.87,WSW,16.76,26,100,WSW,7.4,33,59,WSW,24.14,
24/9/2008,26.75,85.5,SW,21.66,26,94,SSW,18.51,31,66,WSW,29.61,
25/9/2008,26.71,85.2,WSW,18.23,24,94,SW,11.1,31,70,WSW,22.21,
26/9/2008,27.43,81.32,West,15.82,23,100,NNE,1.93,32,62,WSW,20.44,
27/9/2008,26.54,87.98,West,12.54,24,100,Variable,3.7,31,70,WSW,20.44,
28/9/2008,25.5,92.54,West,9.87,23,100,NNE,3.7,27,84,NW,9.33,
29/9/2008,26.46,88.52,West,10.68,24,100,SW,7.4,31,70,WSW,16.74,
30/9/2008,26.38,86.91,South,9.19,25,94,SSW,9.33,28,79,NW,5.63,
1/10/2008,26.56,86.71,Variable,7.34,24,94,Variable,3.7,28,89,Variable,3.7,
2/10/2008,25.96,90.41,Variable,7.87,23,100,Calm,0,30,70,WSW,14.81,
3/10/2008,26.71,85.38,Variable,5.55,23,100,Variable,1.93,27,84,East,11.1,
4/10/2008,27.8,79.09,Variable,6.01,23,100,NE,1.93,33,55,WSW,11.1,
5/10/2008,28.8,77.48,Variable,7.94,25,100,SW,7.4,32,59,West,7.4,
6/10/2008,26.93,86.05,Variable,8.58,25,100,Calm,0,32,62,WSW,11.1,
7/10/2008,26.44,83.45,Variable,6.18,23,100,ENE,1.93,32,59,SW,9.33,
8/10/2008,25.88,88.82,Variable,7.38,24,94,NNE,5.63,27,84,SSW,14.81,
9/10/2008,26.96,83.38,NE,8.9,23,100,NNE,7.4,33,52,ESE,7.4,
10/10/2008,26.27,87.36,North,8.95,23,100,North,9.33,31,66,SSW,9.33,
11/10/2008,26.46,85.5,NW,7.89,23,100,WNW,3.7,33,59,WSW,11.1,
12/10/2008,26.91,86.7,Variable,5.39,23,100,NW,1.93,30,74,SE,9.33,
13/10/2008,28.38,80.55,Variable,7.55,25,100,Variable,1.93,33,55,SE,11.1,
14/10/2008,27.62,87.93,Variable,7.62,25,100,NE,5.63,28,89,NW,16.74,
15/10/2008,27.69,84.31,SE,9.66,24,100,NNW,1.93,32,66,SE,16.74,
16/10/2008,26.89,87.62,NW,9.46,23,100,NNW,5.63,31,66,NW,11.1,
17/10/2008,26.98,85.32,Variable,5.46,24,100,West,1.93,31,62,Variable,3.7,
18/10/2008,28.18,82.93,East,13.31,26,89,East,7.4,25,94,ENE,13.04,
19/10/2008,28.04,81.65,Variable,7.89,24,100,NNE,3.7,33,59,North,9.33,
20/10/2008,27.41,86.55,Variable,6.68,25,100,ENE,3.7,32,66,WNW,9.33,
21/10/2008,26.85,85.71,Variable,10.3,24,100,NNE,3.7,33,55,East,16.74,
22/10/2008,27.29,85.78,Variable,8.03,23,100,ENE,9.33,31,70,WSW,11.1,
23/10/2008,27.7,81.55,ESE,11.07,24,100,North,7.4,31,66,ESE,14.81,
24/10/2008,24.82,97.04,Variable,8.77,25,100,Variable,1.93,24,100,West,9.33,
25/10/2008,26.05,86.54,East,14.11,23,100,ENE,7.4,30,66,SE,14.81,
26/10/2008,25.65,90.49,ENE,10.58,24,100,ENE,5.63,24,94,West,29.61,
27/10/2008,26.43,86.22,West,7.03,26,89,East,5.63,29,74,WNW,7.4,uuu_7:00 AM
28/10/2008,26.14,87.88,NW,7.9,23,100,NW,5.63,31,62,Variable,5.63,
29/10/2008,24.75,95.7,West,7.28,23,100,NNE,3.7,24,100,SW,9.33,
30/10/2008,26.25,87.06,SSE,10.23,23,100,NE,5.63,30,70,ESE,14.81,
